GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
770,239PAK,8234,01-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),Shia Ulema Council,6,,,0,60,Pakistan,Punjab,Multan,Multan,Multan,30.19,71.47,1,Right Vision News,"The Shia Ulema council took out a rally in Multan , Punjab protesting the attack on an imambargah in Shikarpur in January. Participants were beating their own chests and chanting slogans against the governments failure to protect Shia people’s lives and properties",0
770,240PAK,8235,01-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Gilgit-Baltistan,Baltistan,Skardu,Skardu,35.28,75.63,1,Daily Balochistan Express,"A big rally led by prominent religious leaders was taken out in Skardu, Baltistan to protest against the sectarian and  terrorist act in Shikarpur in late january.. The speakers also assured full support to Pakistan Army for success of Zarbe Azab to make the country peaceful",0
770,241PAK,8236,02-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),SDWA: Sindh Doctors Welfare Association,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,Right Vision News,"Targeted killings of doctors, kidnapping, extortion threats, and the failure of the government to provide protection forced Sindh Doctors Welfare Association (SDWA) on Monday to boycott duties at outpatient departments (OPDs) in all government hospitals. The association also declared closure of all private clinics today, while a huge rally was organised by health workers of Liaquat National Hospital in Karachi.",0
770,242PAK,8237,02-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Kohat,Karak,Kurd Sharif,32.98,71.34,1,Dawn,"People of Kurd Sharif, Karak , KPK took to the streets against the shortage of teachers in the only boys' middle school of the area. The protesters lamented that the post of secondary school teacher, who work as a headmaster, physical education teacher and two posts of certificate teachers have remained vacant for a long time now",0
770,243PAK,8238,02-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore,Lahore,31.54,74.32,1,Dawn,"Employees of the National Database and Registration Authority (Nadra) began their hunger strike outside the Lahore Press Club. The protesters seek BPS12 for data entry operators and increased security for senior level staff in the wake of attacks on them. Protestors say many Nadra workers are being paid Rs7,500 per month against the minimum Rs12,000 wages fixed by the federal government",0
770,244PAK,8239,02-February-2015,2015,1,Remote violence,TTP: Tehreek-i-Taliban Pakistan,,2,Police Forces of Pakistan,,1,12,Pakistan,Khyber Pakhtunkhwa,Hazara,Mansehera,Mansehra,31.88,72.63,1,The News,"A policeman, Constable Ajmal, was killed after an IED attached to a van exploded he was guarding a convoy of cars on the motorway in Mansehra , KPK. The TTP has claimed responsibility for the act",1
770,245PAK,8240,02-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,TI: Tauheedul Islam,,4,34,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Landi Kotal,Naray Baba,34.09,71.14,1,The News,"Three members of peace committee Tauheedul Islam (TI) were killed and another injured in an IED blast in Tirah valley of Khyber Agency, official sources said. The TI gunmen  were on routine patrol when a roadside bomb went off in Naray Baba area of Tirah Valley .Three TI activists were killed on the spot and another was critically injured. No group claimed responsibility for the attack.",3
770,246PAK,8241,02-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,,,0,30,Pakistan,Balochistan,Nasirabad,Jafarabad,Sohbatpur,28.51,68.54,1,Daily Balochistan Express,"A 4inch diameter gas pipeline was blown up by unidentified men using an IED near Sohbatpur gas supply was consequentially  disrupted to adjoining villages, no group has so far claimed responsibility for the attack.",0
770,247PAK,8242,02-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Balochistan,Nasirabad,Jafarabad,Sohbatpur,28.51,68.54,1,Daily Regional Times,"The residents of Suhbatpur area of Balochistan protested at the Indus Highway and blocked the road for vehicular traffic against the kidnapping of three students,the protestors held that unknown gunmen kidnapped their three children and the police did not react despite being called.",0
770,248PAK,8243,03-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Military Forces of Pakistan,,1,13,Pakistan,Balochistan,Nasirabad,Chattar,Chattar,28.76,68.35,1,Daily Regional Times,"One security personnel of Frontier Corps Balochistan was killed and two others wounded when their vehicle hit a landmine planted in Chattar area of District Nasirabad, Balochistan. No group has claimed responsibility.",1
770,249PAK,8244,03-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Military Forces of Pakistan,,1,13,Pakistan,Balochistan,Dera Bugti,Dera Bugti,Dera Bugti,29.03,69.15,2,Daily Regional Times,One security personnel was martyred and other one was injured in a blast in Dera Bugti. No further information on cause of blast or those responsible.,1
770,250PAK,8245,03-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Bahawalnagar,Fort Abbas,Fort Abbas,29.19,72.85,1,Dawn,"Scores of people staged a demonstration on Tuesday on Fort Abbas Road in Fort Abbas, Punjab against rustling and robberies and blocked the road for five hours. They alleged the police had helped a criminal flee one week ago.",0
770,251PAK,8246,03-February-2015,2015,1,Riots/Protests,Rioters (Pakistan),,5,Civilians (Pakistan),,7,57,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,Right Vision News,"Unknown assailants attacked a private school in Karachi with a hand grenade; fortunately no casualties took place. According to police officials, unidentified bike riders arrived at a private school located in Gulshan-e-Iqbal Block 7 area and threw a grenade near its main gate. The attackers also dropped a threatening letter and fired aerial shots before fleeing the scene",0
770,252PAK,8247,03-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore,Lahore,31.54,74.32,1,Right Vision News,"Water and Power Development Authority(WAPDA) workers held a protest against the death of Muhammad Ayub, a worker of Quetta Electric Power Company (QESCO) working in Gwadar.The protest took place in Lahore, where the workers demanded the management of the electricity companies to ensure safe working conditions to their manpower to prevent accidents on workplace",0
770,253PAK,8248,03-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore,Lahore,31.54,74.32,1,Dawn,"Employees of the National Database and Registration Authority (Nadra) continued with their hunger strike for 2 consecutive day outside the Lahore Press Club on Wednesday. The protesters seek BPS12 for data entry operators and increased security for authority's staff in the wake of attacks on them. Nadra Employees Union of Punjab GeneralSecretary Ghulam Murtaza say many Nadra workers are being paid Rs7,500 per month against the minimum Rs12,000 wages fixed by the federal government",0
770,254PAK,8249,03-February-2015,2015,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),MQM: Muttahida Qaumi Movement,7,37,Pakistan,Sindh,Larkana,Larkana,Larkana,27.55,68.21,1,Daily Regional Times,"Unknown gunmen kidnapped Mushtaq Abbasi, joint incharge of Muttahida Qaumi Movement's Unit City B, from Waleed Mohalla of Larkana city .MQM has recently protested against alleged kidnapping and extrajudicial killings of party workers and the its lawmakers have raised voice in the Sindh Assembly as well to press the provincial government to ensure protection of the party workers.",0
770,255PAK,8250,03-February-2015,2015,1,Remote violence,TTP: Tehreek-i-Taliban Pakistan,,2,Military Forces of Pakistan,,1,12,Pakistan,Khyber Pakhtunkhwa,Hazara,Mansehera,Mansehra,31.88,72.63,1,The News,"A policeman, ASHO Fard, died after an IED exploded during his patrol in Mansehera, KPK. The TTP has claimed responsibility for the explosion",1
770,256PAK,8251,03-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Thatta,Mirpur Bathoro,24.72,68.26,1,Dawn,Several hundred people took to the streets and held a sit-in at the Mirpur Bathoro section of the Hyderabad Sujawal Road for more then six hours on Tuesday in protest against the demolition of over two dozen houses in old goths by the district administration,0
770,257PAK,8252,03-February-2015,2015,1,Remote violence,LeI: Lashkar-e-Islam,,3,TI: Tauheedul Islam,,4,34,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Tirah Valley,Naray Baba,34.09,71.14,1,The News,"Three activists of Tauheedul Islam were killed when their vehicle hit a landmine in Naray Baba area in Khyber Agency. Salahuddin Ayoubi, spokesman for the LashkareIslam, claimed responsibility for the attack.",3
770,258PAK,8253,03-February-2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Pakistan),,3,Military Forces of Pakistan,,1,13,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Omergi,Omergi,33.89,70.09,2,The News,"A convoy of security forces was on routine patrolling in Omergi , Kurram Agency when it was targeted by an (IED).Four soldiers were killed as a result in the blast. Security forces then  cordoned off the area and launched a search operation in which five militants were killed.",9
770,259PAK,8254,03-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Military Forces of Pakistan,,1,13,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Upper Kurram,Parachinar,33.91,70.10,1,The News,"In Central Kurram, four security personnel were killed when their vehicle hit a roadside bomb planted by unknown militants.",4
770,260PAK,8255,04-February-2015,2015,1,Remote violence,Military Forces of Pakistan,,1,LeI: Lashkar-e-Islam,TTP: Tehreek-i-Taliban Pakistan,3,13,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Tirah Valley,Jabbar Mela,33.81,70.67,2,The News,"Military forces killed two suspected militants and injured 3 more  belonging to TTP and LI  via jet fighter aerial fire in Jabbar Mela, Tirah Valley as part of the on going Zarb-e-Azb operation in the tribal areas",2
770,261PAK,8256,04-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Larkana,Kashmor,Khandkot,28.24,69.18,1,Daily Regional Times,"A protest demonstration  by civil society members of Khandkot  was staged by the members of the civil society  In Khandkot against the owners of local petrol pumps for not reducing the prices of petrol, diesel and other products despite heavy decrease in the prices They said that despite complaining to the concerned authorities in the district on December 6th 2015, no action has been taken against the petrol pump owners, who are fleecing citizens. They have demanded of the concerned authorities to take actions against the accused petrol pump owners, otherwise they have threatened to enlarge their protest.",0
770,262PAK,8257,04-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Lahore,Lahore,Lahore,31.54,74.32,1,Dawn,"Employees of the National Database and Registration Authority (Nadra) continued with their hunger strike for the third consecutive day outside the Lahore Press Club on Wednesday. The protesters seek BPS12 for data entry operators and increased security for authority's staff in the wake of attacks on them. Nadra Employees Union of Punjab GeneralSecretary Ghulam Murtaza say many Nadra workers are being paid Rs7,500 per month against the minimum Rs12,000 wages fixed by the federal government",0
770,263PAK,8258,04-February-2015,2015,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),Police Forces of Pakistan,7,37,Pakistan,Balochistan,Quetta,Quetta,Pushtunabad,30.17,67.01,1,Daily Times,"A police constable on duty for the security of anti-polio campaigners was shot dead by unknown assailants in Pashtunabad area, an outskirt of Quetta. He was targetted while on his prayer break from the job.",1
770,264PAK,8259,04-February-2015,2015,1,Remote violence,Military Forces of Pakistan,,1,TTP: Tehreek-i-Taliban Pakistan,,2,12,Pakistan,Federally Administered Tribal Areas,South Waziristan Agency,Sanzila,Sanzila,32.50,69.62,2,The News,Precise aerial strikes were carried out by the Pakistani Airforce in the Sanzila area of South Waziristan.  Seven terrorist hideouts were destroyed and at least 25 militants were killed in the action,25
770,265PAK,8260,04-February-2015,2015,1,Remote violence,Military Forces of Pakistan,,1,LeI: Lashkar-e-Islam,TTP: Tehreek-i-Taliban Pakistan,3,13,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Tirah Valley,Tarkhu Kas,33.81,70.67,1,The News,"Military forces killed three suspected militants and injured 3 more  belonging to TTP and LI  via jet fighter aerial fire in Tarkhu Khas, Tirah Valley as part of the on going Zarb-e-Azb operation in the tribal areas",3
770,266PAK,8261,04-February-2015,2015,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Balochistan,Zhob,Zhob,Zhob,31.47,69.49,2,Right Vision News,"A polio worker, his driver and two Balochistan Levies constables were kidnapped by unknown militants in Zhob district, Balochistan. 2 weeks later their bodies were found shot dead in the same district.",4
770,267PAK,8262,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Badin,Badin,24.72,68.87,1,Dawn,In Badin Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,268PAK,8263,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JUD: Jamaat-ud-Dawa,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Bannu,Bannu,Bannu,32.90,70.63,1,The News,"The JuD and JI organised a joint Kashmir Day protest  in Bannu, KPK. Speakers from both parties said the only solution to the Kashmir problem was jihad. They further criticised the US for freezing assets belonging to JuD",0
770,269PAK,8264,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),ASWJ: Ahle Sunnat Wal Jamaat,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Hazara,Batgram,Batgram,34.67,73.00,1,The News,"In Batgram, KPK, the ASWJ and JI held joint protests for Kashmir day in the area. They both collectively urdged the muslim world to support Pakistan’s efforts for the independence of Kashmir",0
770,270PAK,8265,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Mohmand Agency,Ghalanai,Ghalanai,34.32,71.39,1,The News,"In Ghalanai, Mohmand Agency, JI along with other civil society organizations organized a protest demonstration to mark Kashmir Day. At the protest participants pushed forward the agenda that the UN granted the right to self determination to citizens of all parts of the world yet this was being denied to Kashmirs and needed to be set right",0
770,271PAK,8266,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Ghotki,Ghotki,Ghotki,28.00,69.31,1,Dawn,In Ghtoki Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,272PAK,8267,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.25,68.75,1,Dawn,In Hyderabad Kashmir Day protests were organized by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned India for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,273PAK,8268,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Islamabad Capital Territory,Islamabad,Islamabad,Islamabad,33.70,73.17,1,Right Vision News,"The Kashmir Solidarity Day was observed across the world, including Pakistan, on Thursday as demonstrators stepped out in solidarity with people of Indian-held Jammu and Kashmir in their struggle for right to self-determination. The rallies were taken out in almost all small and big cities of the country, including Karachi, Lahore, Islamabad, mainly by Jamaat-e-Islami and Jamaat-ud-Dawa.
Holding banners and hoardings inscribed with slogans of freedom for Kashmiris, the marchers call on the world community to push India for a peaceful solution to the Kashmir dispute and take New Delhi's atrocities in the region.",0
770,274PAK,8269,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Larkana,Jacobabad,Jacobabad,28.28,68.43,1,Dawn,In Jacobabad Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,275PAK,8270,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Jamrud,Jamrud,34.00,71.38,1,The News,"JI Jamrud  Chapter held a protest march in Jamrud to express solidarity with the people of occupied Jammu and Kashmir.Speaking to the gathered protestors, JI leaders asked the government to take steps towards Kasmiri Independence",0
770,276PAK,8271,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),PTI: Pakistan Tehreek-i-Insaf,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Orakzai Agency,Kalaya,Kalaya,33.74,70.96,1,The News,"PTI and the Sunni Supreme Council staged a joint protest in Kalaya, Orakzai Agency against the occupation of Jammu and Kashmir by Indian Forces to mark Kashmir Day",0
770,277PAK,8272,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,Dawn,"In Karachi, JI arranged a protest demonstration on Kashmir day where they reiterated that JI has a firm belief that Jihad is the only solution to the dispute in the valley. The rally was attended by a large crowd including women and children",0
770,278PAK,8273,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Kohat,Karak,Karak,33.11,71.09,1,The News,JI staged a procession in Karak and asked the government to support Kashmiris’ struggle for the right to self-determination .Protestors critisesed the current Kashmir Committee chairman Maulana Fazlur Rehman for not doing anything practical for the Kashmiris. They also demanded the United Nations to honour its resolutions on Kashmir,0
770,279PAK,8274,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khandkot,Kashmor,Kashmor,28.24,69.18,1,Dawn,In Khandkot Kashmore Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,280PAK,8275,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.83,69.06,1,Dawn,In Khairpur Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,281PAK,8276,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JSQM: Jeay Sindh Qaumi Movement,6,,,0,60,Pakistan,Sindh,Larkana,Kashmor,Khandkot,28.24,69.18,1,Daily Regional Times,Members of Jeay Sindh Qaumi Mahaz (JSQM) Kandhkot Chapter staged a protest rally against increasing religious extremism in Sindh and in particular they protested against the Shikarpur blast. Protestors held that through a preplanned conspiracy religious extremism is being driven home as a policy in the province.,0
770,282PAK,8277,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Landi Kotal,Landi Kotal,34.09,71.14,1,The News,"In Landi Kotal, Khyber Agency the JI observed Kashmir day by taking out a protest where hundreds of JI activists marched to the local press clun and chanted slogans against the Indian Military over the occupation of Jammu and Kashmir, and vowed to not let the Kashmiri cause die",0
770,283PAK,8278,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Larkana,Larkana,Larkana,27.55,68.21,1,Dawn,In Larkana Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,284PAK,8279,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Mardan,Mardan,Mardan,34.20,72.04,1,The News,Students and teachers held a meeting at the Government High School No 3 in Mardan in connection with Kashmir Solidarity Day after which the participants staged a protest to highlight the Kashmir cause,0
770,285PAK,8280,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JeI: Jamaat-e-Islami,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Mardan,Mardan,Mardan,34.20,72.04,1,The News,The JI Mardan Chapter held a protest outside the local press club and demanded the UN to resolve the Kashmir dispute as per its resolutions,0
770,286PAK,8281,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Mirpurkhas,Mirpurkhas,25.52,69.01,1,Dawn,In Mirpurkhas Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,287PAK,8282,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Sukkur,Noshero Feroze,Mithiyani,26.87,67.98,1,Daily Regional Times,"The chairman of All Sindh Disabled Ittehad protested against the illegal occupation of his home along. He, along with his family members including children continued his protest against the occupation of his home in Mithyani city. Speaking to newsmen, he said that despite repeated protests no action has been taken against accused occupants of his home.He alleges that police in the region instead of providing him with justice are supporting the abovementioned criminals. He demanded the concerned authorities to take notice of the matter, otherwise his threatened to enlarge his protest level.",0
770,288PAK,8283,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Upper Kurram,Parachinar,33.91,70.10,1,The News,"In Parachinar, Kurram agency, tribesmen staged a protest march in support of Kashmiri people to mark the occasion of Kashmir Solidarity day in Pakistan",0
770,289PAK,8284,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JUD: Jamaat-ud-Dawa,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.01,71.57,1,The News,"The Khyber Pakhtunkhwa chapter of JuD observed Kashmir Day by protesting in the provincial capital, Peshawar. Protestors were holding banners and placards inscribed with slogans in favour of Kashmiri people’s right to self-determination.",0
770,290PAK,8285,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JUI-F: Jamiat Ulema-e-Islam (Fazl),6,,,0,60,Pakistan,Balochistan,Zhob,Qila Saifullah,Qila Saifullah,30.69,68.35,1,Dawn,"The Jamiat Ulema Islam (Fazl) held demonstrations in Qila Saifullah, Zhob, Balochistan, Balochistan in protest against the reported change in the route of the GwadarKashgar national highway project and warned that they would launch a campaign against the government if it did no",0
770,291PAK,8286,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JUI-F: Jamiat Ulema-e-Islam (Fazl),6,,,0,60,Pakistan,Balochistan,Quetta,Quetta,Quetta,30.19,67.00,1,Dawn,"The Jamiat Ulema Islam (Fazl) held demonstrations in Quetta, Balochistan in protest against the reported change in the route of the GwadarKashgar national highway project and warned that they would launch a campaign against the government if it did not withdraw changes from the original design",0
770,292PAK,8287,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Larkana,Shikarpur,Shikarpur,27.95,68.64,1,Dawn,In Shikarpur Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,293PAK,8288,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Thatta,Sujawal,24.60,68.07,1,Dawn,In Sujawal Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,294PAK,8289,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.49,69.14,1,Dawn,In Sukkar Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,295PAK,8290,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Thatta,Thatta,24.74,67.92,1,Dawn,In Thatta Kashmir Day protests were attended by Jamat ud Dawa and Ahle Sunat Wal Jamat where participants condemned india for denying the people of Kashmir the right to self determination and having unleashed a reign of terror on the valley for decades. They slammed the UN for double standards and demanded an immediate halt to all excesses by Indian forces with Kashmiri People,0
770,296PAK,8291,05-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),JUD: Jamaat-ud-Dawa,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Dir,Lower Dir,Timergara,34.82,71.84,1,The News,"The JuD Dir chapter held a rally in Timergara, Lower Dir in KPK for the liberation of Kashmir through an armed struggle. The protestors held that freedom fighters can defeat India in Kashmir in the same way that the Taliban defeated the US in Afghanistan. They vowed to continue fighting jihad for the people of Afghanistan, Palestine and Kashmir",0
770,297PAK,8292,06-February-2015,2015,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Federally Administered Tribal Areas,Kurram Agency,Upper Kurram,Boshera Parachinar,33.81,70.11,1,The News,"A man was killed when an armed man opened fire on a passenger vehicle in Boshehra area in Kurram Agency on Friday, sources said. The sources said a passenger van was heading to Parachinar when a gunman identified as Malik Maqbool opened fire on the van. A passenger identified as Habib was killed on the spot . The passengers managed to catch the accused and handed him over to the political authorities.Kurram is home to a minority Shia population and events such as these often have sectarian undertones.",1
770,298PAK,8293,06-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Ghotki,Ghotki,Ghotki,28.00,69.31,1,The Express Tribune,"Workers in the the Jamal Din Wali (JDW) Unit-3 sugar mill in Ghtoki, Sindh protested against the mill owners for not following labor laws, there have been no pay raises and current employees claim to be paid less than the national minimum for mill workers. This protest prompted mill owners to register a case against the workers claiming they ransacked offices.",0
770,299PAK,8294,06-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,Police Forces of Pakistan,,1,16,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,Right Vision News,"Civi society activists, including Jibran Nasir protested outside CM house in Karachi against sectarian violence and hate speech, specifically questioning the role banned outfit ASWJ plays in inciting religious intolerance in Pakistan.  Upon hearing that ASWJ threatned to also walk up to CJ house to confront the peaceful activists, Police forces arrested the civil society activists",0
770,300PAK,8295,06-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,Right Vision News,"Upon hearing that Civil society activists were arrested for voicing up against ASWJ, their supporters protested outside the Karachi Press Club against the arrest.",0
770,301PAK,8296,06-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Jamrud,Malagori,33.99,71.38,1,The News,Students of different government schools and their parents held a protest demonstration in Malagori area of Jamrud tehsil against shortage of teaching staff at schools. The protesting students were holding banners and placards inscribed with slogans in support of their demands. They said that teaching staff in seven government schools built almost a decade ago had been absent from duties with no disciplinary action being taken against them by the local administration,0
